annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2021;32;45-54;Femmes;2. Tumeurs;393
2022;32;45-54;Femmes;2. Tumeurs;388
2019;44;45-54;Femmes;2. Tumeurs;373
2020;44;45-54;Femmes;2. Tumeurs;358
2021;44;45-54;Femmes;2. Tumeurs;329
2022;44;45-54;Femmes;2. Tumeurs;345
2019;52;45-54;Femmes;2. Tumeurs;240
2020;52;45-54;Femmes;2. Tumeurs;245
2021;52;45-54;Femmes;2. Tumeurs;236
2022;52;45-54;Femmes;2. Tumeurs;232
2019;53;45-54;Femmes;2. Tumeurs;230
2020;53;45-54;Femmes;2. Tumeurs;247
2021;53;45-54;Femmes;2. Tumeurs;199
2022;53;45-54;Femmes;2. Tumeurs;183
2019;75;45-54;Femmes;2. Tumeurs;444
2020;75;45-54;Femmes;2. Tumeurs;445
2021;75;45-54;Femmes;2. Tumeurs;394
2022;75;45-54;Femmes;2. Tumeurs;383
2019;76;45-54;Femmes;2. Tumeurs;426
2020;76;45-54;Femmes;2. Tumeurs;381
2021;76;45-54;Femmes;2. Tumeurs;381
2022;76;45-54;Femmes;2. Tumeurs;403
2019;84;45-54;Femmes;2. Tumeurs;513
2020;84;45-54;Femmes;2. Tumeurs;454
2021;84;45-54;Femmes;2. Tumeurs;425
2022;84;45-54;Femmes;2. Tumeurs;431
2019;93;45-54;Femmes;2. Tumeurs;329
2020;93;45-54;Femmes;2. Tumeurs;327
2021;93;45-54;Femmes;2. Tumeurs;297
2022;93;45-54;Femmes;2. Tumeurs;260
2019;94;45-54;Femmes;2. Tumeurs;27
2020;94;45-54;Femmes;2. Tumeurs;16
2021;94;45-54;Femmes;2. Tumeurs;15
2022;94;45-54;Femmes;2. Tumeurs;27
2019;1;55-64;Femmes;2. Tumeurs;61
2020;1;55-64;Femmes;2. Tumeurs;57
2021;1;55-64;Femmes;2. Tumeurs;67
2022;1;55-64;Femmes;2. Tumeurs;61
2019;2;55-64;Femmes;2. Tumeurs;68
2020;2;55-64;Femmes;2. Tumeurs;58
2021;2;55-64;Femmes;2. Tumeurs;89
2022;2;55-64;Femmes;2. Tumeurs;68
2019;3;55-64;Femmes;2. Tumeurs;17
2020;3;55-64;Femmes;2. Tumeurs;17
2021;3;55-64;Femmes;2. Tumeurs;21
2022;3;55-64;Femmes;2. Tumeurs;20
2019;4;55-64;Femmes;2. Tumeurs;86
2020;4;55-64;Femmes;2. Tumeurs;105
2021;4;55-64;Femmes;2. Tumeurs;85
2022;4;55-64;Femmes;2. Tumeurs;95
2019;6;55-64;Femmes;2. Tumeurs;15
2020;6;55-64;Femmes;2. Tumeurs;16
2021;6;55-64;Femmes;2. Tumeurs;15
2022;6;55-64;Femmes;2. Tumeurs;18
2019;11;55-64;Femmes;2. Tumeurs;1505
2020;11;55-64;Femmes;2. Tumeurs;1460
2021;11;55-64;Femmes;2. Tumeurs;1404
2022;11;55-64;Femmes;2. Tumeurs;1386
2019;24;55-64;Femmes;2. Tumeurs;425
2020;24;55-64;Femmes;2. Tumeurs;428
2021;24;55-64;Femmes;2. Tumeurs;427
2022;24;55-64;Femmes;2. Tumeurs;421
2019;27;55-64;Femmes;2. Tumeurs;457
2020;27;55-64;Femmes;2. Tumeurs;413
2021;27;55-64;Femmes;2. Tumeurs;423
2022;27;55-64;Femmes;2. Tumeurs;447
2019;28;55-64;Femmes;2. Tumeurs;550
2020;28;55-64;Femmes;2. Tumeurs;576
2021;28;55-64;Femmes;2. Tumeurs;560
2022;28;55-64;Femmes;2. Tumeurs;597
2019;32;55-64;Femmes;2. Tumeurs;1052
2020;32;55-64;Femmes;2. Tumeurs;959
2021;32;55-64;Femmes;2. Tumeurs;981
2022;32;55-64;Femmes;2. Tumeurs;1005
2019;44;55-64;Femmes;2. Tumeurs;941
2020;44;55-64;Femmes;2. Tumeurs;882
2021;44;55-64;Femmes;2. Tumeurs;921
2022;44;55-64;Femmes;2. Tumeurs;909
2019;52;55-64;Femmes;2. Tumeurs;529
2020;52;55-64;Femmes;2. Tumeurs;538
2021;52;55-64;Femmes;2. Tumeurs;539
2022;52;55-64;Femmes;2. Tumeurs;567
2019;53;55-64;Femmes;2. Tumeurs;557
2020;53;55-64;Femmes;2. Tumeurs;601
2021;53;55-64;Femmes;2. Tumeurs;540
2022;53;55-64;Femmes;2. Tumeurs;507
2019;75;55-64;Femmes;2. Tumeurs;1059
2020;75;55-64;Femmes;2. Tumeurs;1010
2021;75;55-64;Femmes;2. Tumeurs;1023
2022;75;55-64;Femmes;2. Tumeurs;992
2019;76;55-64;Femmes;2. Tumeurs;952
2020;76;55-64;Femmes;2. Tumeurs;973
2021;76;55-64;Femmes;2. Tumeurs;998
2022;76;55-64;Femmes;2. Tumeurs;951
2019;84;55-64;Femmes;2. Tumeurs;1071
2020;84;55-64;Femmes;2. Tumeurs;1090
2021;84;55-64;Femmes;2. Tumeurs;1027
2022;84;55-64;Femmes;2. Tumeurs;953
2019;93;55-64;Femmes;2. Tumeurs;825
2020;93;55-64;Femmes;2. Tumeurs;762
2021;93;55-64;Femmes;2. Tumeurs;767
2022;93;55-64;Femmes;2. Tumeurs;750
2019;94;55-64;Femmes;2. Tumeurs;42
2020;94;55-64;Femmes;2. Tumeurs;50
2021;94;55-64;Femmes;2. Tumeurs;56
2022;94;55-64;Femmes;2. Tumeurs;53
2019;1;65-74;Femmes;2. Tumeurs;115
2020;1;65-74;Femmes;2. Tumeurs;97
2021;1;65-74;Femmes;2. Tumeurs;86
2022;1;65-74;Femmes;2. Tumeurs;89
2019;2;65-74;Femmes;2. Tumeurs;89
2020;2;65-74;Femmes;2. Tumeurs;93
2021;2;65-74;Femmes;2. Tumeurs;91
2022;2;65-74;Femmes;2. Tumeurs;85
2019;3;65-74;Femmes;2. Tumeurs;19
2020;3;65-74;Femmes;2. Tumeurs;16
2021;3;65-74;Femmes;2. Tumeurs;13
2022;3;65-74;Femmes;2. Tumeurs;22
2019;4;65-74;Femmes;2. Tumeurs;98
2020;4;65-74;Femmes;2. Tumeurs;133
2021;4;65-74;Femmes;2. Tumeurs;119
2022;4;65-74;Femmes;2. Tumeurs;123
2019;6;65-74;Femmes;2. Tumeurs;12
2020;6;65-74;Femmes;2. Tumeurs;10
2021;6;65-74;Femmes;2. Tumeurs;13
2022;6;65-74;Femmes;2. Tumeurs;17
2019;11;65-74;Femmes;2. Tumeurs;2302
2020;11;65-74;Femmes;2. Tumeurs;2207
2021;11;65-74;Femmes;2. Tumeurs;2228
2022;11;65-74;Femmes;2. Tumeurs;2282
2019;24;65-74;Femmes;2. Tumeurs;707
2020;24;65-74;Femmes;2. Tumeurs;695
2021;24;65-74;Femmes;2. Tumeurs;684
2022;24;65-74;Femmes;2. Tumeurs;828
2019;27;65-74;Femmes;2. Tumeurs;748
2020;27;65-74;Femmes;2. Tumeurs;811
2021;27;65-74;Femmes;2. Tumeurs;775
2022;27;65-74;Femmes;2. Tumeurs;787
2019;28;65-74;Femmes;2. Tumeurs;915
2020;28;65-74;Femmes;2. Tumeurs;964
2021;28;65-74;Femmes;2. Tumeurs;1032
2022;28;65-74;Femmes;2. Tumeurs;966
2019;32;65-74;Femmes;2. Tumeurs;1487
2020;32;65-74;Femmes;2. Tumeurs;1670
2021;32;65-74;Femmes;2. Tumeurs;1631
2022;32;65-74;Femmes;2. Tumeurs;1702
2019;44;65-74;Femmes;2. Tumeurs;1454
2020;44;65-74;Femmes;2. Tumeurs;1525
2021;44;65-74;Femmes;2. Tumeurs;1603
2022;44;65-74;Femmes;2. Tumeurs;1595
2019;52;65-74;Femmes;2. Tumeurs;900
2020;52;65-74;Femmes;2. Tumeurs;900
2021;52;65-74;Femmes;2. Tumeurs;942
2022;52;65-74;Femmes;2. Tumeurs;969
2019;53;65-74;Femmes;2. Tumeurs;849
2020;53;65-74;Femmes;2. Tumeurs;917
2021;53;65-74;Femmes;2. Tumeurs;999
2022;53;65-74;Femmes;2. Tumeurs;981
2019;75;65-74;Femmes;2. Tumeurs;1681
2020;75;65-74;Femmes;2. Tumeurs;1783
2021;75;65-74;Femmes;2. Tumeurs;1806
2022;75;65-74;Femmes;2. Tumeurs;1869
2019;76;65-74;Femmes;2. Tumeurs;1576
2020;76;65-74;Femmes;2. Tumeurs;1587
2021;76;65-74;Femmes;2. Tumeurs;1665
2022;76;65-74;Femmes;2. Tumeurs;1706
2019;84;65-74;Femmes;2. Tumeurs;1777
2020;84;65-74;Femmes;2. Tumeurs;1840
2021;84;65-74;Femmes;2. Tumeurs;1869
2022;84;65-74;Femmes;2. Tumeurs;1874
2019;93;65-74;Femmes;2. Tumeurs;1344
2020;93;65-74;Femmes;2. Tumeurs;1396
2021;93;65-74;Femmes;2. Tumeurs;1369
2022;93;65-74;Femmes;2. Tumeurs;1310
2019;94;65-74;Femmes;2. Tumeurs;92
2020;94;65-74;Femmes;2. Tumeurs;96
2021;94;65-74;Femmes;2. Tumeurs;94
2022;94;65-74;Femmes;2. Tumeurs;101
2019;1;75-84;Femmes;2. Tumeurs;91
2020;1;75-84;Femmes;2. Tumeurs;97
2021;1;75-84;Femmes;2. Tumeurs;92
2022;1;75-84;Femmes;2. Tumeurs;125
2019;2;75-84;Femmes;2. Tumeurs;91
2020;2;75-84;Femmes;2. Tumeurs;101
2021;2;75-84;Femmes;2. Tumeurs;100
2022;2;75-84;Femmes;2. Tumeurs;91
2019;3;75-84;Femmes;2. Tumeurs;25
2020;3;75-84;Femmes;2. Tumeurs;21
2021;3;75-84;Femmes;2. Tumeurs;16
2022;3;75-84;Femmes;2. Tumeurs;22
2019;4;75-84;Femmes;2. Tumeurs;125
2020;4;75-84;Femmes;2. Tumeurs;136
2021;4;75-84;Femmes;2. Tumeurs;141
2022;4;75-84;Femmes;2. Tumeurs;143
2019;6;75-84;Femmes;2. Tumeurs;7
2020;6;75-84;Femmes;2. Tumeurs;12
2021;6;75-84;Femmes;2. Tumeurs;6
2022;6;75-84;Femmes;2. Tumeurs;22
2019;11;75-84;Femmes;2. Tumeurs;2531
2020;11;75-84;Femmes;2. Tumeurs;2385
2021;11;75-84;Femmes;2. Tumeurs;2418
2022;11;75-84;Femmes;2. Tumeurs;2541
2019;24;75-84;Femmes;2. Tumeurs;845
2020;24;75-84;Femmes;2. Tumeurs;804
2021;24;75-84;Femmes;2. Tumeurs;824
2022;24;75-84;Femmes;2. Tumeurs;855
2019;27;75-84;Femmes;2. Tumeurs;950
2020;27;75-84;Femmes;2. Tumeurs;898
2021;27;75-84;Femmes;2. Tumeurs;869
2022;27;75-84;Femmes;2. Tumeurs;915
2019;28;75-84;Femmes;2. Tumeurs;1051
2020;28;75-84;Femmes;2. Tumeurs;1039
2021;28;75-84;Femmes;2. Tumeurs;1018
2022;28;75-84;Femmes;2. Tumeurs;1085
2019;32;75-84;Femmes;2. Tumeurs;1692
2020;32;75-84;Femmes;2. Tumeurs;1633
2021;32;75-84;Femmes;2. Tumeurs;1647
2022;32;75-84;Femmes;2. Tumeurs;1584
2019;44;75-84;Femmes;2. Tumeurs;1707
2020;44;75-84;Femmes;2. Tumeurs;1637
2021;44;75-84;Femmes;2. Tumeurs;1592
2022;44;75-84;Femmes;2. Tumeurs;1696
2019;52;75-84;Femmes;2. Tumeurs;1089
2020;52;75-84;Femmes;2. Tumeurs;1062
2021;52;75-84;Femmes;2. Tumeurs;1110
2022;52;75-84;Femmes;2. Tumeurs;1154
2019;53;75-84;Femmes;2. Tumeurs;1054
2020;53;75-84;Femmes;2. Tumeurs;1016
2021;53;75-84;Femmes;2. Tumeurs;1048
2022;53;75-84;Femmes;2. Tumeurs;1171
2019;75;75-84;Femmes;2. Tumeurs;2030
2020;75;75-84;Femmes;2. Tumeurs;1938
2021;75;75-84;Femmes;2. Tumeurs;1959
2022;75;75-84;Femmes;2. Tumeurs;2087
2019;76;75-84;Femmes;2. Tumeurs;1780
2020;76;75-84;Femmes;2. Tumeurs;1802
2021;76;75-84;Femmes;2. Tumeurs;1709
2022;76;75-84;Femmes;2. Tumeurs;1941
2019;84;75-84;Femmes;2. Tumeurs;2218
2020;84;75-84;Femmes;2. Tumeurs;2254
2021;84;75-84;Femmes;2. Tumeurs;2297
2022;84;75-84;Femmes;2. Tumeurs;2293
2019;93;75-84;Femmes;2. Tumeurs;1650
2020;93;75-84;Femmes;2. Tumeurs;1628
2021;93;75-84;Femmes;2. Tumeurs;1704
2022;93;75-84;Femmes;2. Tumeurs;1768
2019;94;75-84;Femmes;2. Tumeurs;100
2020;94;75-84;Femmes;2. Tumeurs;103
2021;94;75-84;Femmes;2. Tumeurs;114
2022;94;75-84;Femmes;2. Tumeurs;119
2019;1;85-94;Femmes;2. Tumeurs;83
2020;1;85-94;Femmes;2. Tumeurs;71
2021;1;85-94;Femmes;2. Tumeurs;79
2022;1;85-94;Femmes;2. Tumeurs;85
2019;2;85-94;Femmes;2. Tumeurs;84
2020;2;85-94;Femmes;2. Tumeurs;94
2021;2;85-94;Femmes;2. Tumeurs;87
2022;2;85-94;Femmes;2. Tumeurs;83
2019;3;85-94;Femmes;2. Tumeurs;7
2020;3;85-94;Femmes;2. Tumeurs;7
2021;3;85-94;Femmes;2. Tumeurs;10
2022;3;85-94;Femmes;2. Tumeurs;11
2019;4;85-94;Femmes;2. Tumeurs;72
2020;4;85-94;Femmes;2. Tumeurs;75
2021;4;85-94;Femmes;2. Tumeurs;99
2022;4;85-94;Femmes;2. Tumeurs;81
2019;6;85-94;Femmes;2. Tumeurs;3
2020;6;85-94;Femmes;2. Tumeurs;2
2021;6;85-94;Femmes;2. Tumeurs;1
2022;6;85-94;Femmes;2. Tumeurs;4
2019;11;85-94;Femmes;2. Tumeurs;2436
2020;11;85-94;Femmes;2. Tumeurs;2531
2021;11;85-94;Femmes;2. Tumeurs;2414
2022;11;85-94;Femmes;2. Tumeurs;2444
2019;24;85-94;Femmes;2. Tumeurs;900
2020;24;85-94;Femmes;2. Tumeurs;882
2021;24;85-94;Femmes;2. Tumeurs;948
2022;24;85-94;Femmes;2. Tumeurs;834
2019;27;85-94;Femmes;2. Tumeurs;1058
2020;27;85-94;Femmes;2. Tumeurs;966
2021;27;85-94;Femmes;2. Tumeurs;953
2022;27;85-94;Femmes;2. Tumeurs;997
2019;28;85-94;Femmes;2. Tumeurs;1168
2020;28;85-94;Femmes;2. Tumeurs;1166
2021;28;85-94;Femmes;2. Tumeurs;1148
2022;28;85-94;Femmes;2. Tumeurs;1115
2019;32;85-94;Femmes;2. Tumeurs;1710
2020;32;85-94;Femmes;2. Tumeurs;1766
2021;32;85-94;Femmes;2. Tumeurs;1596
2022;32;85-94;Femmes;2. Tumeurs;1690
2019;44;85-94;Femmes;2. Tumeurs;1718
2020;44;85-94;Femmes;2. Tumeurs;1740
2021;44;85-94;Femmes;2. Tumeurs;1724
2022;44;85-94;Femmes;2. Tumeurs;1667
2019;52;85-94;Femmes;2. Tumeurs;1248
2020;52;85-94;Femmes;2. Tumeurs;1258
2021;52;85-94;Femmes;2. Tumeurs;1281
2022;52;85-94;Femmes;2. Tumeurs;1274
2019;53;85-94;Femmes;2. Tumeurs;1211
2020;53;85-94;Femmes;2. Tumeurs;1090
2021;53;85-94;Femmes;2. Tumeurs;1193
2022;53;85-94;Femmes;2. Tumeurs;1206
2019;75;85-94;Femmes;2. Tumeurs;2162
2020;75;85-94;Femmes;2. Tumeurs;2234
2021;75;85-94;Femmes;2. Tumeurs;2178
2022;75;85-94;Femmes;2. Tumeurs;2225
2019;76;85-94;Femmes;2. Tumeurs;2001
2020;76;85-94;Femmes;2. Tumeurs;2036
2021;76;85-94;Femmes;2. Tumeurs;1910
2022;76;85-94;Femmes;2. Tumeurs;2016
2019;84;85-94;Femmes;2. Tumeurs;2459
2020;84;85-94;Femmes;2. Tumeurs;2434
2021;84;85-94;Femmes;2. Tumeurs;2434
2022;84;85-94;Femmes;2. Tumeurs;2406
2019;93;85-94;Femmes;2. Tumeurs;1631
2020;93;85-94;Femmes;2. Tumeurs;1742
2021;93;85-94;Femmes;2. Tumeurs;1800
2022;93;85-94;Femmes;2. Tumeurs;1672
2019;94;85-94;Femmes;2. Tumeurs;88
2020;94;85-94;Femmes;2. Tumeurs;104
2021;94;85-94;Femmes;2. Tumeurs;127
2022;94;85-94;Femmes;2. Tumeurs;106
2019;1;95p;Femmes;2. Tumeurs;15
2020;1;95p;Femmes;2. Tumeurs;13
2021;1;95p;Femmes;2. Tumeurs;16
2022;1;95p;Femmes;2. Tumeurs;16
2019;2;95p;Femmes;2. Tumeurs;19
2020;2;95p;Femmes;2. Tumeurs;20
2021;2;95p;Femmes;2. Tumeurs;17
2022;2;95p;Femmes;2. Tumeurs;18
2019;3;95p;Femmes;2. Tumeurs;0
2020;3;95p;Femmes;2. Tumeurs;2
2021;3;95p;Femmes;2. Tumeurs;2
2022;3;95p;Femmes;2. Tumeurs;0
2019;4;95p;Femmes;2. Tumeurs;15
2020;4;95p;Femmes;2. Tumeurs;15
2021;4;95p;Femmes;2. Tumeurs;15
2022;4;95p;Femmes;2. Tumeurs;15
2019;6;95p;Femmes;2. Tumeurs;0
2020;6;95p;Femmes;2. Tumeurs;1
2021;6;95p;Femmes;2. Tumeurs;0
2022;6;95p;Femmes;2. Tumeurs;2
2019;11;95p;Femmes;2. Tumeurs;448
2020;11;95p;Femmes;2. Tumeurs;445
2021;11;95p;Femmes;2. Tumeurs;488
2022;11;95p;Femmes;2. Tumeurs;521
2019;24;95p;Femmes;2. Tumeurs;164
2020;24;95p;Femmes;2. Tumeurs;159
2021;24;95p;Femmes;2. Tumeurs;161
2022;24;95p;Femmes;2. Tumeurs;169
2019;27;95p;Femmes;2. Tumeurs;194
2020;27;95p;Femmes;2. Tumeurs;182
2021;27;95p;Femmes;2. Tumeurs;185
2022;27;95p;Femmes;2. Tumeurs;184
2019;28;95p;Femmes;2. Tumeurs;156
2020;28;95p;Femmes;2. Tumeurs;209
2021;28;95p;Femmes;2. Tumeurs;192
2022;28;95p;Femmes;2. Tumeurs;221
2019;32;95p;Femmes;2. Tumeurs;235
2020;32;95p;Femmes;2. Tumeurs;239
2021;32;95p;Femmes;2. Tumeurs;260
2022;32;95p;Femmes;2. Tumeurs;292
2019;44;95p;Femmes;2. Tumeurs;244
2020;44;95p;Femmes;2. Tumeurs;258
2021;44;95p;Femmes;2. Tumeurs;263
2022;44;95p;Femmes;2. Tumeurs;259
2019;52;95p;Femmes;2. Tumeurs;216
2020;52;95p;Femmes;2. Tumeurs;250
2021;52;95p;Femmes;2. Tumeurs;236
2022;52;95p;Femmes;2. Tumeurs;245
2019;53;95p;Femmes;2. Tumeurs;191
2020;53;95p;Femmes;2. Tumeurs;182
2021;53;95p;Femmes;2. Tumeurs;238
2022;53;95p;Femmes;2. Tumeurs;226
2019;75;95p;Femmes;2. Tumeurs;405
2020;75;95p;Femmes;2. Tumeurs;417
2021;75;95p;Femmes;2. Tumeurs;451
2022;75;95p;Femmes;2. Tumeurs;490
2019;76;95p;Femmes;2. Tumeurs;335
2020;76;95p;Femmes;2. Tumeurs;388
2021;76;95p;Femmes;2. Tumeurs;380
2022;76;95p;Femmes;2. Tumeurs;421
2019;84;95p;Femmes;2. Tumeurs;454
2020;84;95p;Femmes;2. Tumeurs;451
2021;84;95p;Femmes;2. Tumeurs;461
2022;84;95p;Femmes;2. Tumeurs;430
2019;93;95p;Femmes;2. Tumeurs;280
2020;93;95p;Femmes;2. Tumeurs;299
2021;93;95p;Femmes;2. Tumeurs;337
2022;93;95p;Femmes;2. Tumeurs;342
2019;94;95p;Femmes;2. Tumeurs;10
2020;94;95p;Femmes;2. Tumeurs;23
2021;94;95p;Femmes;2. Tumeurs;27
2022;94;95p;Femmes;2. Tumeurs;13
2019;1;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;1;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;2
2021;1;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2022;1;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;2
2019;2;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;2;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2021;2;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;10
2022;2;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2019;3;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;3;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2021;3;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;5
2022;3;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2019;4;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;4;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2021;4;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2022;4;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;4
2019;6;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;6;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2021;6;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2022;6;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2019;11;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;11;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;86
2021;11;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;61
2022;11;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;24
2019;24;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;24;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;5
2021;24;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;4
2022;24;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2019;27;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;27;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;5
2021;27;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2022;27;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2019;28;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;28;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;4
2021;28;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2022;28;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2019;32;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;32;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;15
2021;32;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;20
2022;32;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2019;44;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;44;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;13
2021;44;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;11
2022;44;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2019;52;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;52;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;8
2021;52;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;5
2022;52;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;3
2019;53;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;53;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2021;53;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2022;53;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2019;75;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;75;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;3
2021;75;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;4
2022;75;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2019;76;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;76;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;4
2021;76;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2022;76;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;8
2019;84;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;84;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;10
2021;84;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;12
2022;84;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2019;93;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;93;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;3
2021;93;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;16
2022;93;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2019;94;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;94;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;2
2021;94;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2022;94;35-44;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2019;1;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;1;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;3
2021;1;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;22
2022;1;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;5
2019;2;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;2;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2021;2;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;37
2022;2;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;6
2019;3;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;3;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;2
2021;3;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;12
2022;3;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2019;4;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;4;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;3
2021;4;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;7
2022;4;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;13
2019;6;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;6;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;1
2021;6;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;8
2022;6;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;2
2019;11;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;11;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;261
2021;11;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;200
2022;11;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;63
2019;24;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;24;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;9
2021;24;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;30
2022;24;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;10
2019;27;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;27;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;19
2021;27;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;26
2022;27;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;11
2019;28;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
2020;28;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;16
2021;28;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;21
2022;28;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;17
2019;32;45-54;Hommes;18. Covid-19 : U071-U072,U109,U129;0
